drug_a,drug_b,label
Itraconazole,rifampin,mechanism
Itraconazole,phenytoin,mechanism
phenytoin,Itraconazole,advise
Itraconazole,coumarin,effect
Itraconazole,coumarin,advise
azole antifungal agents,isoniazid,mechanism
Itraconazole,isoniazid,advise
azole antifungal agents,hypoglycemic agents,effect
Itraconazole,hypoglycemic agents,advise
Itraconazole,quinidine,effect
Itraconazole,dihydropyridine calcium channel blockers,effect
sodium nitroprusside,hypotensive drugs,effect
sodium nitroprusside,ganglionic blocking agents,effect
sodium nitroprusside,anesthetics,effect
Isoflurane,NUROMAX,mechanism
enflurane,NUROMAX,mechanism
halothane,NUROMAX,mechanism
NUROMAX,antibiotics,effect
NUROMAX,aminoglycosides,effect
NUROMAX,tetracyclines,effect
NUROMAX,bacitracin,effect
NUROMAX,polymyxins,effect
NUROMAX,lincomycin,effect
NUROMAX,clindamycin,effect
NUROMAX,colistin,effect
NUROMAX,sodium colistimethate,effect
NUROMAX,magnesium,effect
NUROMAX,lithium,effect
NUROMAX,anesthetics,effect
NUROMAX,procainamide,effect
NUROMAX,quinidine,effect
nondepolarizing neuromuscular blocking agents,phenytoin,effect
nondepolarizing neuromuscular blocking agents,carbamazepine,effect
NUROMAX,phenytoin,effect
NUROMAX,carbamazepine,effect
ENBREL,anakinra,effect
ENBREL,anakinra,effect
sulfasalazine,ENBREL,effect
benzodiazepines,barbiturates,effect
benzodiazepines,alcohol,effect
lorazepam,barbiturates,effect
lorazepam,alcohol,effect
Lorazepam,ethyl alcohol,effect
Lorazepam,phenothiazines,effect
Lorazepam,barbiturates,effect
Lorazepam,MAO inhibitors,effect
Lorazepam,antidepressants,effect
benzodiazepines,ethyl alcohol,effect
benzodiazepines,phenothiazines,effect
benzodiazepines,barbiturates,effect
benzodiazepines,MAO inhibitors,effect
benzodiazepines,antidepressants,effect
scopolamine,lorazepam,effect
anticoagulants,Atromid-S,advise
Atromid-S,phenytoin,mechanism
Atromid-S,tolbutamide,mechanism
tolbutamide,Atromid-S,effect
fibrate,lovastatin,effect
lovastatin,fibrate,effect
lovastatin,fibrates,advise
UROXATRAL,alpha-blockers,advise
warfarin,flutamide,effect
EULEXIN,warfarin,advise
NSAIDs,ACE inhibitors,effect
naproxen,aspirin,advise
naproxen,aspirin,advise
Naproxen,propranolol,effect
Naproxen,beta-blockers,effect
NSAIDs,propranolol,effect
NSAIDs,beta-blockers,effect
Probenecid,naproxen,mechanism
naproxen,methotrexate,advise
Naproxen,methotrexate,mechanism
naproxen sodium,methotrexate,mechanism
NSAIDs,methotrexate,mechanism
ergotamine,AXERT,advise
ergot-type medications,AXERT,advise
dihydroergotamine,AXERT,advise
methysergide,AXERT,advise
moclobemide,almotriptan,mechanism
5-HT1B/1D agonists,AXERT,advise
SSRIs,5-HT1 agonists,effect
fluoxetine,5-HT1 agonists,effect
fluvoxamine,5-HT1 agonists,effect
paroxetine,5-HT1 agonists,effect
sertraline,5-HT1 agonists,effect
AXERT,SSRI,advise
almotriptan,verapamil,mechanism
almotriptan,ketoconazole,mechanism
itraconazole,almotriptan,advise
ritonavir,almotriptan,advise
erythromycin,almotriptan,advise
DOSTINEX,phenothiazines,advise
DOSTINEX,butyrophenones,advise
DOSTINEX,thioxanthines,advise
DOSTINEX,metoclopramide,advise
NSAIDs,ACE-inhibitors,effect
NSAIDs,ACE-inhibitors,advise
Lodine,aspirin,mechanism
Lodine,aspirin,advise
Lodine,cyclosporine,mechanism
Lodine,digoxin,mechanism
Lodine,methotrexate,mechanism
NSAIDs,cyclosporine,mechanism
NSAIDs,digoxin,mechanism
NSAIDs,methotrexate,mechanism
Lodine,furosemide,effect
Lodine,thiazides,effect
NSAIDs,lithium,mechanism
NSAIDs,lithium,effect
Phenylbutazone,etodolac,mechanism
etodolac,phenylbutazone,advise
warfarin,NSAIDs,effect
warfarin,Lodine,mechanism
warfarin,etodolac,mechanism
etodolac,warfarin,effect
SSRI,TCA,effect
TCAs,SSRIs,advise
amitriptyline HCl,anticholinergic,effect
tricyclic antidepressants,anticholinergic,effect
Cimetidine,tricyclic antidepressants,mechanism
tricyclic antidepressants,cimetidine,effect
tricyclic antidepressants,cimetidine,mechanism
tricyclic antidepressants,cimetidine,mechanism
ethchlorvynol,amitriptyline HCl,effect
MAO inhibitors,hydralazine,advise
antihypertensive drugs,diazoxide,effect
antihypertensive drugs,hydralazine,effect
diazoxide,hydralazine,effect
Propranolol,hydralazine,mechanism
NSAIDs,hydralazine,effect
bepridil hydrochloride,digoxin,mechanism
Anti-arrhythmics,bepridil hydrochloride,effect
tricyclic anti-depressants,bepridil hydrochloride,effect
Cardiac glycosides,bepridil hydrochloride,effect
reserpine,beta blocking agents,effect
BREVIBLOC,warfarin,mechanism
digoxin,BREVIBLOC,mechanism
BREVIBLOC,morphine,mechanism
succinylcholine,BREVIBLOC,effect
BREVIBLOC,digoxin,advise
BREVIBLOC,morphine,advise
BREVIBLOC,succinylcholine,advise
BREVIBLOC,warfarin,advise
BREVIBLOC,verapamil,advise
BREVIBLOC,dopamine,advise
BREVIBLOC,epinephrine,advise
BREVIBLOC,norepinephrine,advise
Etonogestrel,acetaminophen,int
Etonogestrel,Tylenol,int
Etonogestrel,antibiotics,int
Etonogestrel,ampicillin,int
Etonogestrel,tetracycline,int
Etonogestrel,anticonvulsants,int
Etonogestrel,Dilantin,int
Etonogestrel,Phenobarbital,int
Etonogestrel,Tegretol,int
Etonogestrel,Trileptal,int
Etonogestrel,Topamax,int
Etonogestrel,Felbatol,int
Etonogestrel,antifungals,int
Etonogestrel,Gris-PEG,int
Etonogestrel,Nizoral,int
Etonogestrel,Sporanox,int
Etonogestrel,atorvastatin,int
Etonogestrel,Lipitor,int
Etonogestrel,clofibrate,int
Etonogestrel,Atromid-S,int
Etonogestrel,cyclosporine,int
Etonogestrel,Neoral,int
Etonogestrel,Sandimmune,int
Etonogestrel,protease inhibitors,int
Etonogestrel,Agenerase,int
Etonogestrel,Crixivan,int
Etonogestrel,Fortovase,int
Etonogestrel,Invirase,int
Etonogestrel,Kaletra,int
Etonogestrel,Norvir,int
Etonogestrel,Viracept,int
Etonogestrel,morphine,int
Etonogestrel,Astramorph,int
Etonogestrel,Kadian,int
Etonogestrel,MS Contin,int
Etonogestrel,phenylbutazone,int
Etonogestrel,prednisolone,int
Etonogestrel,Prelone,int
Etonogestrel,rifadin,int
Etonogestrel,rifampin,int
Etonogestrel,temazepam,int
Etonogestrel,theophylline,int
Etonogestrel,Theo-Dur,int
Etonogestrel,vitamin C,int
piperazine,phenothiazine,effect
piperazine,pyrantel,effect
Fluvoxamine,alosetron,mechanism
alosetron,fluvoxamine,advise
alosetron,quinolone antibiotics,advise
alosetron,cimetidine,advise
Ketoconazole,alosetron,mechanism
alosetron,ketoconazole,advise
alosetron,clarithromycin,advise
alosetron,telithromycin,advise
alosetron,protease inhibitors,advise
alosetron,voriconazole,advise
alosetron,itraconazole,advise
alosetron,isoniazid,effect
alosetron,procainamide,effect
alosetron,hydralazine,effect
cinacalcet,amitriptyline,mechanism
ketoconazole,cinacalcet,mechanism
Sensipar,ketoconazole,advise
Sensipar,erythromycin,advise
Sensipar,itraconazole,advise
Codeine,narcotic analgesics,effect
Codeine,anesthetics,effect
Codeine,phenothiazines,effect
Codeine,tranquilizers,effect
Codeine,sedative-hypnotics,effect
Codeine,CNS depressants,effect
Codeine,alcohol,effect
vasopressors,monoamine oxidase (MAO) inhibitors,advise
Epinephrine,sympathomimetic drugs,advise
Epinephrine,isoproterenol,advise
epinephrine,cyclopropane,effect
epinephrine,halogenated hydrocarbon general anesthetics,effect
epinephrine,halothane,effect
Epinephrine,digitalis,advise
Epinephrine,glycosides,advise
Diuretic agents,epinephrine,effect
Epinephrine,guanethidine,effect
anticonvulsant agents,cisplatin,mechanism
heparin sodium,dicumarol,advise
heparin sodium,warfarin sodium,advise
acetylsalicylic acid,heparin sodium,effect
dextran,heparin sodium,effect
phenylbutazone,heparin sodium,effect
ibuprofen,heparin sodium,effect
indomethacin,heparin sodium,effect
dipyridamole,heparin sodium,effect
hydroxychloroquine,heparin sodium,effect
heparin,antithrombin III,effect
heparin,antithrombin III,advise
Digitalis,heparin sodium,effect
tetracyclines,heparin sodium,effect
nicotine,heparin sodium,effect
antihistamines,heparin sodium,effect
Accutane,vitamin A,effect
Accutane,tetracyclines,advise
Accutane,tetracyclines,effect
progesterone,Accutane,effect
ROMAZICON,cyclic antidepressants,effect
ROMAZICON,benzodiazepine,effect
ROMAZICON,benzodiazepines,effect
zopiclone,ROMAZICON,effect
Lofexidine,alcohol,effect
Lofexidine,barbiturates,effect
Lofexidine,sedatives,effect
Lofexidine,anti-hypertensive drug,effect
tricyclic antidepressants,lofexidine,effect
Trecator,isoniazid,mechanism
Trecator,antituberculous drugs,effect
ethionamide,cycloserine,effect
Sulfacetamide,silver,int
Cholestyramine,phenylbutazone,mechanism
Cholestyramine,warfarin,mechanism
Cholestyramine,thiazide diuretics,mechanism
Cholestyramine,propranolol,mechanism
Cholestyramine,tetracycline,mechanism
Cholestyramine,penicillin G,mechanism
Cholestyramine,phenobarbital,mechanism
Cholestyramine,thyroxine,mechanism
Cholestyramine,estrogens,mechanism
Cholestyramine,progestins,mechanism
Cholestyramine,digitalis,mechanism
cholestyramine,digitalis,mechanism
SSRI,TCA,int
TCAs,SSRIs,advise
quinidine,doxepin,mechanism
selective serotonin reuptake inhibitors,doxepin,mechanism
SSRIs,doxepin,mechanism
MAO inhibitors,SINEQUAN,advise
Cimetidine,tricyclic antidepressants,mechanism
tricyclic antidepressant,cimetidine,effect
tricyclic antidepressant,cimetidine,mechanism
cimetidine,tricyclic antidepressant,mechanism
alcohol,SINEQUAN,mechanism
tolazamide,doxepin,effect
buspirone hydrochloride,MAO inhibitors,advise
trazodone hydrochloride,buspirone HCl,effect
Desyrel,buspirone HCl,effect
buspirone HCl,haloperidol,mechanism
buspirone,warfarin,effect
buspirone,digoxin,mechanism
epinephrine,monoamine oxidase inhibitors,effect
epinephrine,tricyclic antidepressants,effect
norepinephrine,monoamine oxidase inhibitors,effect
norepinephrine,tricyclic antidepressants,effect
Phenothiazines,epinephrine,effect
butyrophenones,epinephrine,effect
cephalosporins,aminoglycosides,effect
isosorbide dinitrate,vasodilators,effect
TAXOL,cisplatin,effect
TAXOL,cisplatin,mechanism
paclitaxel,doxorubicin,mechanism
cyclosporin,TAXOL,advise
teniposide,TAXOL,advise
calcium,Ibandronate,mechanism
aluminum,Ibandronate,mechanism
magnesium,Ibandronate,mechanism
iron,Ibandronate,mechanism
Ibandronate,antacids,advise
Ibandronate,vitamins,advise
aspirin,Ibandronate,advise
NSAIDs,Ibandronate,advise
felodipine,anticonvulsant,mechanism
felodipine,phenytoin,mechanism
felodipine,carbamazepine,mechanism
felodipine,phenobarbital,mechanism
amiodarone,indinavir,mechanism
amiodarone,protease inhibitor,advise
Histamine H2 antagonists,Cimetidine,mechanism
amiodarone,digitalis,advise
Curariform muscle relaxants,Coly-Mycin M,effect
tubocurarine,Coly-Mycin M,effect
succinylcholine,Coly-Mycin M,effect
gallamine,Coly-Mycin M,effect
decamethonium,Coly-Mycin M,effect
sodium citrate,Coly-Mycin M,effect
Sodium cephalothin,Coly-Mycin M,effect
sodium cephalothin,Coly-Mycin M,advise
Cholestyramine,fat soluble vitamins,mechanism
thiazides,vitamin D,effect
Vitamin D,digitalis,advise
Ketoconazole,vitamin D,mechanism
vitamin D,corticosteroids,effect
Magnesium,vitamin D,effect
antacids,vitamin D,effect
ELSPAR,methotrexate,effect
methotrexate,ELSPAR,advise
L-glutamine,human growth hormone,mechanism
L-glutamine,indomethacin,effect
methotrexate,L-glutamine,effect
methotrexate,L-glutamine,effect
L-glutamine,paclitaxel,effect
ETHYOL,antihypertensive medications,advise
Geocillin,probenecid,mechanism
carbenicillin indanyl sodium,probenecid,mechanism
rifampicin,exemestane,mechanism
phenytoin,exemestane,mechanism
carbamazepine,exemestane,mechanism
phenobarbital,exemestane,mechanism
probenecid,penciclovir,mechanism
Gastrointestinal acidifying agents,amphetamines,mechanism
guanethidine,amphetamines,mechanism
reserpine,amphetamines,mechanism
glutamic acid HCl,amphetamines,mechanism
ascorbic acid,amphetamines,mechanism
Urinary acidifying agents,amphetamine,mechanism
ammonium chloride,amphetamine,mechanism
sodium acid phosphate,amphetamine,mechanism
Adrenergic blockers,amphetamines,effect
sodium bicarbonate,amphetamines,mechanism
acetazolamide,amphetamine,mechanism
thiazides,amphetamine,mechanism
Amphetamines,tricyclic,effect
Amphetamines,sympathomimetic agents,effect
d-amphetamine,desipramine,mechanism
d-amphetamine,protriptyline,mechanism
d-amphetamine,tricyclics,mechanism
MAOI antidepressants,amphetamine,mechanism
furazolidone,amphetamine,mechanism
Amphetamines,antihistamines,effect
Amphetamines,antihypertensives,effect
Chlorpromazine,amphetamines,effect
Amphetamines,ethosuximide,mechanism
Haloperidol,amphetamines,effect
amphetamines,lithium carbonate,effect
Amphetamines,meperidine,effect
amphetamines,acidifying agents,mechanism
Amphetamines,norepinephrine,effect
Amphetamines,phenobarbital,mechanism
Amphetamines,phenytoin,mechanism
propoxyphene,amphetamine,effect
Amphetamines,veratrum alkaloids,effect
Amphetamines,corticosteroid,int
doxazosin,cimetidine,mechanism
progestin,phenytoin,effect
progestin,carbamazepine,effect
progestin,barbiturates,effect
progestin,rifampin,effect
Oxytocin,dinoprost,effect
oxytocics,dinoprost,effect
Corticotropin,diuretic,effect
MAO inhibitors,antihistamines,effect
Antihistamines,alcohol,effect
Antihistamines,CNS depressants,effect
Antihistamines,hypnotics,effect
Antihistamines,sedatives,effect
Antihistamines,tranquilizers,effect
Antihistamines,antianxiety agents,effect
SPRYCEL,ketoconazole,mechanism
SPRYCEL,itraconazole,mechanism
SPRYCEL,erythromycin,mechanism
SPRYCEL,clarithromycin,mechanism
SPRYCEL,ritonavir,mechanism
SPRYCEL,atazanavir,mechanism
SPRYCEL,indinavir,mechanism
SPRYCEL,nefazodone,mechanism
SPRYCEL,nelfinavir,mechanism
SPRYCEL,saquinavir,mechanism
SPRYCEL,telithromycin,mechanism
SPRYCEL,antacids,advise
antacid,SPRYCEL,advise
H2 blockers,dasatinib,effect
proton pump inhibitors,dasatinib,effect
famotidine,dasatinib,effect
omeprazole,dasatinib,effect
H2 blockers,SPRYCEL,advise
proton pump inhibitors,SPRYCEL,advise
H2 blockers,SPRYCEL,advise
proton pump inhibitors,SPRYCEL,advise
alfentanil,SPRYCEL,advise
astemizole,SPRYCEL,advise
terfenadine,SPRYCEL,advise
cisapride,SPRYCEL,advise
cyclosporine,SPRYCEL,advise
fentanyl,SPRYCEL,advise
pimozide,SPRYCEL,advise
quinidine,SPRYCEL,advise
sirolimus,SPRYCEL,advise
tacrolimus,SPRYCEL,advise
ergot alkaloids,SPRYCEL,advise
ergotamine,SPRYCEL,advise
dihydroergotamine,SPRYCEL,advise
aspirin,nizatidine,mechanism
Sulfapyridine,Acetaminophen,int
Sulfapyridine,Tylenol,int
antidiabetics,sulfapyridine,effect
methotrexate,sulfapyridine,effect
methyldopa,sulfapyridine,effect
phenytoin,sulfapyridine,effect
Tetracycline,penicillin,effect
Steroids,edetate calcium disodium,effect
Edetate calcium disodium,zinc insulin,mechanism
Bezalip,anticoagulants of the coumarin type,effect
Bezalip retard,anticoagulants of the coumarin type,effect
anticoagulant,Bezalip,advise
anticoagulant,Bezalip,advise
sulphonylureas,Bezalip,effect
sulphonylureas,Bezalip retard,effect
insulin,Bezalip,effect
insulin,Bezalip retard,effect
immuno-suppressant,bezafibrate,effect
Bezalip,anion-exchange resins,advise
Bezalip,cholestryramine,advise
Bezalip retard,anion-exchange resins,advise
Bezalip retard,cholestryramine,advise
Perhexiline hydrogen maleate,Bezalip,advise
Perhexiline hydrogen maleate,Bezalip retard,advise
MAO-inhibitors,Bezalip,advise
MAO-inhibitors,Bezalip retard,advise
hydrochlorothiazide,anionic exchange resins,mechanism
cholestyramine,hydrochlorothiazide,mechanism
colestipol,hydrochlorothiazide,mechanism
Lithium,diuretics,advise
Diuretic agents,lithium,mechanism
Diuretic agents,lithium,effect
lithium,Hydrochlorothiazide,advise
non-steroidal anti-inflammatory agent,loop,effect
non-steroidal anti-inflammatory agent,potassium-sparing,effect
non-steroidal anti-inflammatory agent,thiazide diuretics,effect
Hydrochlorothiazide,non-steroidal anti-inflammatory agents,advise
amphotericin B,Antineoplastic agents,effect
Corticosteroids,amphotericin B,effect
Corticotropin,amphotericin B,effect
ACTH,amphotericin B,effect
amphotericin B,digitalis,effect
amphotericin B,flucytosine,effect
imidazoles,amphotericin B,effect
amphotericin B,skeletal muscle relaxants,effect
amphotericin B,tubocurarine,effect
amphotericin B,leukocyte transfusions,effect
ethambutol,aluminum hydroxide,mechanism
ethambutol,aluminum hydroxide,advise
calcium acetate,digitalis glycosides,effect
Dopamine D2 receptor antagonists,levodopa,effect
phenothiazines,levodopa,effect
butyrophenones,levodopa,effect
risperidone,levodopa,effect
isoniazid,levodopa,effect
levodopa,phenytoin,effect
levodopa,papaverine,effect
Iron,carbidopa,mechanism
Iron,levodopa,mechanism
metoclopramide,levodopa,mechanism
thiazide diuretics,dihydrotachysterol,effect
terfenadine,dirithromycin,mechanism
terfenadine,dirithromycin,effect
erythromycin,terfenadine,int
terfenadine,macrolide antibiotics,effect
macrolides,terfenadine,advise
dirithromycin,antacids,mechanism
dirithromycin,H 2 -receptor antagonists,mechanism
Erythromycin,triazolam,mechanism
Erythromycin,triazolam,effect
erythromycin,digoxin,mechanism
erythromycin,anticoagulants,effect
erythromycin,ergotamine,effect
erythromycin,dihydroergotamine,effect
erythromycin,cyclosporine,int
erythromycin,hexobarbital,int
erythromycin,carbamazepine,int
erythromycin,alfentanil,int
erythromycin,disopyramide,int
erythromycin,phenytoin,int
erythromycin,bromocriptine,int
erythromycin,valproate,int
erythromycin,astemizole,int
erythromycin,lovastatin,int
Kineret,etanercept,effect
Kineret,etanercept,effect
Sonata,ethanol,effect
Sonata,imipramine,effect
Sonata,thioridazine,effect
zaleplon,promethazine,mechanism
rifampin,zaleplon,mechanism
zaleplon,erythromycin,mechanism
ketoconazole,zaleplon,mechanism
Cimetidine,zaleplon,mechanism
Sonata,cimetidine,mechanism
Indinavir,amprenavir,mechanism
Saquinavir,amprenavir,mechanism
Nelfinavir,amprenavir,mechanism
amprenavir,methadone,effect
amprenavir,methadone,mechanism
Amprenavir,ritonavir,effect
Amprenavir,ritonavir,advise
Bismuth subsalicylate,enoxacin,mechanism
enoxacin,bismuth subsalicylate,advise
Enoxacin,methylxanthines,mechanism
enoxacin,caffeine,mechanism
caffeine,enoxacin,mechanism
caffeine,enoxacin,effect
cyclosporine,quinolone class,mechanism
Enoxacin,digoxin,mechanism
enoxacin,digoxin,effect
enoxacin,fenbufen,effect
zinc,quinolone,mechanism
aluminum hydroxide,enoxacin,mechanism
magnesium hydroxide,enoxacin,mechanism
enoxacin,ranitidine,mechanism
Enoxacin,methylxanthines,mechanism
Enoxacin,theophylline,mechanism
theophylline,enoxacin,effect
Quinolones,R-warfarin,mechanism
enoxacin,R-warfarin,mechanism
warfarin,enoxacin,advise
ZEBETA,beta-blocking agents,advise
reserpine,ZEBETA,effect
guanethidine,ZEBETA,effect
ZEBETA,clonidine,advise
ZEBETA,myocardial depressants,advise
ZEBETA,calcium antagonists,advise
ZEBETA,phenylalkylamine,advise
ZEBETA,verapamil,advise
ZEBETA,benzothiazepine,advise
ZEBETA,diltiazem,advise
ZEBETA,antiarrhythmic agents,advise
ZEBETA,disopyramide,advise
rifampin,ZEBETA,mechanism
central nervous system depressants,heroin,effect
heroin,central nervous system depressants,effect
heroin,alcohol,effect
heroin,benzodiazepines,effect
heroin,diazepam,effect
heroin,Valium,effect
heroin,methadone,effect
Cocaine,heroin,effect
TNF antagonist,ORENCIA,effect
ORENCIA,TNF antagonists,advise
ORENCIA,anakinra,advise
FOSCAVIR,pentamidine,int
FOSCAVIR,pentamidine,effect
FOSCAVIR,aminoglycosides,advise
FOSCAVIR,amphotericin B,advise
FOSCAVIR,pentamidine,advise
Dimenhydrinate,apomorphine,effect
clonidine hydrochloride,tricyclic antidepressants,effect
Clonidine hydrochloride,alcohol,effect
Clonidine hydrochloride,barbiturates,effect
Clonidine hydrochloride,sedatives,effect
Amitriptyline,clonidine,effect
Clonidine,alcohol,effect
Clonidine,barbiturates,effect
Clonidine,sedating drugs,effect
Narcotic analgesics,clonidine,effect
Tricyclic antidepressants,clonidine,effect
Beta blockers,clonidine,effect
clonidine,digitalis,advise
clonidine,calcium channel blockers,advise
clonidine,beta-blockers,advise
fluphenazine,clonidine,effect
clonidine,anesthetics,effect
Simulect,azathioprine,mechanism
Simulect,mycophenolate mofetil,mechanism
COUMARIN ANTICOAGULANTS,TRICOR,advise
TRICOR,HMG-CoA reductase inhibitors,advise
TRICOR,bile acid binding resin,mechanism
cyclosporine,fibrate drugs,effect
cyclosporine,TRICOR,effect
TRICOR,immunosuppressants,advise
fenofibrate,bile acid binding resin,advise
fenofibrate,pravastatin,mechanism
TRICOR,pravastatin,mechanism
fenofibrate,atorvastatin,mechanism
TRICOR,atorvastatin,mechanism
Cytosine arabinoside,flucytosine,effect
danazol,lovastatin,effect
amiodarone,HMG-CoA reductase inhibitor class,effect
verapamil,HMG-CoA reductase inhibitor class,effect
HMG-CoA reductase inhibitor,warfarin,effect
coumarin anticoagulant,lovastatin,effect
anticoagulants,lovastatin,advise
antihistamines,CNS depressants,effect
antihistamines,barbiturates,effect
antihistamines,tranquilizers,effect
antihistamines,alcohol,effect
antihistamines,CNS depressant drugs,advise
Monoamine oxidase (MAO) inhibitors,antihistamines,effect
Barbiturates,contraceptives,effect
Barbiturates,antibiotics,effect
Barbiturates,quinidine,effect
Barbiturates,theophylline,effect
Barbiturates,corticosteroids,effect
Barbiturates,anticoagulants,effect
Barbiturates,beta blockers,effect
Ocupress,beta-adrenergic blocking agent,advise
beta-blocker,reserpine,advise
cephalosporins,aminoglycoside antibiotics,effect
cephalosporins,diuretics,effect
cephalosporins,furosemide,effect
Chloramphenicol,beta-lactam antibiotics,effect
Chloramphenicol,ceftazidime,effect
fenoldopam,beta-blockers,advise
cholestyramine,thiazide diuretics,effect
colestipol,thiazide diuretics,effect
diuretics,PRINIVIL,effect
diuretic,PRINIVIL,effect
diuretic,PRINIVIL,advise
diuretic,PRINIVIL,effect
ACE inhibitor,diuretic,advise
non-steroidal anti-inflammatory drugs,lisinopril,effect
NSAIDs,ACE inhibitors,effect
NSAIDs,lisinopril,effect
NSAIDs,ACE inhibitors,advise
PRINIVIL,thiazide-type diuretics,effect
PRINIVIL,potassium-sparing diuretics,effect
PRINIVIL,spironolactone,effect
PRINIVIL,triamterene,effect
PRINIVIL,amiloride,effect
PRINIVIL,potassium,effect
lithium,ACE inhibitors,effect
lithium,ACE inhibitor,effect
PRINIVIL,lithium,advise
MYOBLOC,aminoglycosides,advise
MYOBLOC,curare-like compounds,advise
quinidine,carvedilol,effect
fluoxetine,carvedilol,effect
paroxetine,carvedilol,effect
propafenone,carvedilol,effect
agents with b-blocking properties,reserpine,effect
agents with b-blocking properties,monoamine oxidase inhibitors,effect
clonidine,agents with b-blocking properties,effect
agents with b-blocking properties,clonidine,advise
cyclosporine,carvedilol,mechanism
cyclosporine,carvedilol,advise
carvedilol,cyclosporine,advise
digoxin,carvedilol,mechanism
digoxin,COREG,effect
digoxin,COREG,advise
Rifampin,carvedilol,mechanism
COREG,diltiazem,effect
COREG,verapamil,advise
COREG,diltiazem,advise
Agents with b-blocking properties,insulin,effect
Agents with b-blocking properties,hypoglycemics,effect
Isoproterenol hydrochloride,epinephrine,advise
ISUPREL,anesthetics,advise
ISUPREL,halothane,advise
Clozapine,alcohol,effect
clozapine,benzodiazepine,advise
clozapine,psychotropic drug,advise
Clozapine,antihypertensive drugs,effect
Clozapine,atropine,effect
Phenytoin,Clozapine,mechanism
nicotine,Clozapine,mechanism
rifampin,Clozapine,mechanism
Cimetidine,Clozapine,mechanism
caffeine,Clozapine,mechanism
erythromycin,Clozapine,mechanism
Clozapine,carbamazepine,advise
carbamazepine,Clozapine,mechanism
Paroxetine,clozapine,mechanism
clozapine,paroxetine,mechanism
clozapine,fluoxetine,mechanism
clozapine,sertraline,mechanism
Clozapine,fluvoxamine,advise
clozapine,antidepressants,advise
clozapine,phenothiazines,advise
clozapine,carbamazepine,advise
clozapine,Type 1C antiarrhythmics,advise
clozapine,propafenone,advise
clozapine,flecainide,advise
clozapine,encainide,advise
clozapine,quinidine,advise
cephalosporins,aminoglycoside antibiotics,effect
Probenecid,acetaminophen,mechanism
Probenecid,acyclovir,mechanism
Probenecid,angiotensin-converting enzyme inhibitors,mechanism
Probenecid,aminosalicylic acid,mechanism
Probenecid,barbiturates,mechanism
Probenecid,benzodiazepines,mechanism
Probenecid,bumetanide,mechanism
Probenecid,clofibrate,mechanism
Probenecid,methotrexate,mechanism
Probenecid,famotidine,mechanism
Probenecid,furosemide,mechanism
Probenecid,nonsteroidal anti-inflammatory,mechanism
Probenecid,theophylline,mechanism
Probenecid,zidovudine,mechanism
Zidovudine,probenecid,advise
VISTIDE,aminoglycosides,advise
VISTIDE,tobramycin,advise
VISTIDE,gentamicin,advise
VISTIDE,amikacin,advise
VISTIDE,amphotericin B,advise
VISTIDE,foscarnet,advise
VISTIDE,pentamidine,advise
VISTIDE,vancomycin,advise
VISTIDE,non-steroidal anti-inflammatory agents,advise
halofantrine,Mefloquine,advise
Mefloquine,quinine,effect
Mefloquine,quinidine,effect
Mefloquine,chloroquine,effect
Mefloquine,anti-arrhythmic,effect
Mefloquine,beta-adrenergic blocking agents,effect
Mefloquine,calcium channel blockers,effect
Mefloquine,antihistamines,effect
Mefloquine,H1-blocking agents,effect
Mefloquine,tricyclic antidepressants,effect
Mefloquine,phenothiazines,effect
anticonvulsant,Mefloquine,effect
valproic acid,Mefloquine,effect
carbamazepine,Mefloquine,effect
phenobarbital,Mefloquine,effect
phenytoin,Mefloquine,effect
Mefloquine,live typhoid vaccines,effect
Mefloquine,anticoagulants,advise
PRECEDEX,anesthetics,effect
PRECEDEX,sedatives,effect
PRECEDEX,hypnotics,effect
PRECEDEX,opioids,effect
PRECEDEX,anesthetic,advise
PRECEDEX,sedative,advise
PRECEDEX,hypnotic,advise
PRECEDEX,opioid,advise
diuretics,fosinopril sodium,effect
diuretic,fosinopril sodium,effect
Fosinopril sodium,thiazide diuretics,effect
ACE inhibitors,lithium,effect
antacid,fosinopril,mechanism
aluminum hydroxide,fosinopril,mechanism
magnesium hydroxide,fosinopril,mechanism
simethicone,fosinopril,mechanism
antacids,fosinopril,mechanism
Lincomycin,neuromuscular blocking agents,effect
lincomycin,erythromycin,effect
NIMBEX,succinylcholine,effect
NIMBEX,succinylcholine,effect
succinylcholine,NIMBEX,effect
Isoflurane,NIMBEX,effect
Isoflurane,NIMBEX,effect
enflurane,NIMBEX,effect
enflurane,NIMBEX,effect
nitrous oxide,NIMBEX,effect
nitrous oxide,NIMBEX,effect
enflurane,NIMBEX,advise
isoflurane,NIMBEX,advise
nondepolarizing agents,NIMBEX,effect
nondepolarizing agents,antibiotics,effect
nondepolarizing agents,aminoglycosides,effect
nondepolarizing agents,tetracyclines,effect
nondepolarizing agents,bacitracin,effect
nondepolarizing agents,polymyxins,effect
nondepolarizing agents,lincomycin,effect
nondepolarizing agents,clindamycin,effect
nondepolarizing agents,colistin,effect
nondepolarizing agents,sodium colistemethate,effect
nondepolarizing agents,magnesium,effect
nondepolarizing agents,lithium,effect
nondepolarizing agents,anesthetics,effect
nondepolarizing agents,procainamide,effect
nondepolarizing agents,quinidine,effect
NIMBEX,antibiotics,effect
NIMBEX,aminoglycosides,effect
NIMBEX,tetracyclines,effect
